Instruction,Type,RV32,RV64,cp_ssstrictv_widening_source_overlap,cp_ssstrictv_all_widening_source_overlap,cp_ssstrictv_vext2_overlapping_vd_vs2,cp_ssstrictv_vext4_overlapping_vd_vs2,cp_ssstrictv_vext8_overlapping_vd_vs2,cp_ssstrictv_vwiden_overlapping_vd_vs1_lmul1,cp_ssstrictv_vwiden_overlapping_vd_vs2_lmul1,cp_ssstrictv_vwidenw_overlapping_vd_vs1_lmul1,cp_ssstrictv_vnarrow_overlapping_vd_vs2,cp_ssstrictv_widening_vd_emul_16,cp_ssstrictv_narrowing_vs2_emul_16,cp_ssstrictv_widening_vd_sew_eq_elen,cp_ssstrictv_narrowing_vs2_sew_eq_elen,cp_ssstrictv_vrgather_vd_vs1_eq,cp_ssstrictv_vrgather_vd_vs2_eq,cp_ssstrictv_vrgatherei16_emul_16,cp_ssstrictv_vrgatherei16_emul_f16,cp_ssstrictv_masking_vd_eq_v0,cp_ssstrict_ls_nf_eew_emul8,cp_ssstrict_ls_nf_eew_emul4,cp_ssstrict_ls_nf_eew_emul2,cp_ssstrictv_masking_vd_eq_v0_lmulgt1,cp_ssstrictv_ls_seg_vd_overflow,cp_ssstrictv_ls_seg_idx_vd_vs2_overlap,cp_ssstrictv_ls_wr_nf_not_pow2,cp_ssstrictv_ls_wr_nreg2_vd_unaligned,cp_ssstrictv_ls_wr_nreg4_vd_unaligned,cp_ssstrictv_ls_wr_nreg8_vd_unaligned,cp_ssstrictv_vfp_frm_reserved,cp_ssstrictv_vfp_eew_unsupported,cp_ssstrictv_vzext_src_reserved,cp_ssstrictv_vadc_vsbc_vm1_reserved,cp_ssstrictv_vadc_vsbc_vd_v0_reserved,cp_ssstrictv_vmv_vs2_not_v0_reserved,cp_ssstrictv_vfp_widen_eew_unsupported,cp_ssstrictv_vfmv_vs2_not_v0_reserved,cp_ssstrictv_mask_logical_vm0_reserved,cp_ssstrictv_vid_vs2_not_v0_reserved,cp_ssstrictv_vmv_xs_sx_vm0_reserved,cp_ssstrictv_vfmv_fs_sf_vm0_reserved,cp_ssstrictv_vslideup_vd_vs2_overlap,cp_ssstrictv_vrgather_vd_vs2_overlap,cp_ssstrictv_vrgather_vd_vs1_overlap,cp_ssstrictv_vcompress_vd_vs2_overlap,cp_ssstrictv_vcompress_vd_v0_overlap,cp_ssstrictv_vmvnr_simm_reserved,cp_ssstrictv_vmv2r_reg_align,cp_ssstrictv_vmv4r_reg_align,cp_ssstrictv_vmv8r_reg_align,cp_ssstrictv_vcsr_reserved_bits,cp_ssstrictv_masking_vd_v0_overlap,cp_ssstrictv_lmulgt1_off_group,cp_ssstrictv_ls_eew_2x_elen,cp_ssstrictv_ls_emul_16,cp_ssstrictv_ls_emul_f16,cp_ssstrictv_ls_emul_nfields_16,cp_ssstrictv_vslide1up_vd_vs2_overlap,cp_ssstrictv_vcompress_vstart_nonzero,cp_ssstrictv_vcompress_vstart_report_zero,cp_ssstrictv_vmv2r_off_group,cp_ssstrictv_vmv4r_off_group,cp_ssstrictv_vmv8r_off_group,cp_ssstrictv_ls_seg_idx_vd_vs2_grp_overlap,cp_ssstrictv_reserved_vcsrs,cp_ssstrictv_vsetvli_reserved_vsew,cp_ssstrictv_vsetvli_lmul_sew_ratio,cp_ssstrictv_ls_eew_lt_sewmin,cp_ssstrictv_ls_mew_reserved,cp_ssstrictv_vzext_vf2_reserved,cp_ssstrictv_vzext_vf4_reserved,cp_ssstrictv_vzext_vf8_reserved,cp_ssstrictv_vcompress_vm0_reserved,cp_ssstrictv_vsext_src_reserved,cp_ssstrictv_ext_emul_lt1_overlap,cp_ssstrictv_widen_max_sew,cp_ssstrictv_vsetvli_x0_x0_reserved,cp_ssstrictv_vsetvl_x0_x0_reserved,cp_ssstrictv_ls_seg_vd_overflow_emulgt1,cp_ssstrictv_vlmul_100_reserved,cp_ssstrictv_ls_idx_emul_gt8,cp_ssstrictv_ls_idx_emul_lt_f8,cp_vtype_walking1s,cp_exceptionsv_vd_vs2_overlap,cp_exceptionsv_vd_vs1_overlap,cp_exceptionsv_vd_v0_overlap_mask_active,cp_ssstrictv_vstart_ge_vlmax
vsseg5e64.v,VSXM,x,x,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,,,,,,,,,,,,x,x,,,,,,,,,,x,,,,,,,,x
vsseg5e8.v,VSXM,x,x,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,,,,,,,,,,,,x,x,,,,,,,,,,x,,,,,,,,x
vsseg6e16.v,VSXM,x,x,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,,,,,,,,,,,,x,x,,,,,,,,,,x,,,,,,,,x
vsseg6e32.v,VSXM,x,x,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,,,,,,,,,,,,x,x,,,,,,,,,,x,,,,,,,,x
vsseg6e64.v,VSXM,x,x,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,,,,,,,,,,,,x,x,,,,,,,,,,x,,,,,,,,x
vsseg6e8.v,VSXM,x,x,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,,,,,,,,,,,,x,x,,,,,,,,,,x,,,,,,,,x
vsseg7e16.v,VSXM,x,x,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,,,,,,,,,,,,x,x,,,,,,,,,,x,,,,,,,,x
vsseg7e32.v,VSXM,x,x,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,,,,,,,,,,,,x,x,,,,,,,,,,x,,,,,,,,x
vsseg7e64.v,VSXM,x,x,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,,,,,,,,,,,,x,x,,,,,,,,,,x,,,,,,,,x
vsseg7e8.v,VSXM,x,x,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,,,,,,,,,,,,x,x,,,,,,,,,,x,,,,,,,,x
vsseg8e16.v,VSXM,x,x,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,,,,,,,,,,,x,x,,,,,,,,,,x,,,,,,,,x
vsseg8e32.v,VSXM,x,x,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,,,,,,,,,,,x,x,,,,,,,,,,x,,,,,,,,x
vsseg8e64.v,VSXM,x,x,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,,,,,,,,,,,x,x,,,,,,,,,,x,,,,,,,,x
vsseg8e8.v,VSXM,x,x,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,,,,,,,,,,,x,x,,,,,,,,,,x,,,,,,,,x
vssra.vi,VVIM,x,x,,,,,,,,,,,,,,,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x
vssra.vv,VVVM,x,x,,,,,,,,,,,,,,,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x
vssra.vx,VVXM,x,x,,,,,,,,,,,,,,,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x
vssrl.vi,VVIM,x,x,,,,,,,,,,,,,,,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x
vssrl.vv,VVVM,x,x,,,,,,,,,,,,,,,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x
vssrl.vx,VVXM,x,x,,,,,,,,,,,,,,,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x
vssseg2e16.v,VSXXM,x,x,,,,,,,,,,,,,,,,,,x,x,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,,,,,,,,,,,x,x,,,,,,,,,,x,,,,,,,,x
vssseg2e32.v,VSXXM,x,x,,,,,,,,,,,,,,,,,,x,x,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,,,,,,,,,,,x,x,,,,,,,,,,x,,,,,,,,x
vssseg2e64.v,VSXXM,x,x,,,,,,,,,,,,,,,,,,x,x,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,,,,,,,,,,,x,x,,,,,,,,,,x,,,,,,,,x
vssseg2e8.v,VSXXM,x,x,,,,,,,,,,,,,,,,,,x,x,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,,,,,,,,,,,x,x,,,,,,,,,,x,,,,,,,,x
vssseg3e16.v,VSXXM,x,x,,,,,,,,,,,,,,,,,,x,x,x,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,,,,,,,,,,,,x,x,,,,,,,,,,x,,,,,,,,x
vssseg3e32.v,VSXXM,x,x,,,,,,,,,,,,,,,,,,x,x,x,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,,,,,,,,,,,,x,x,,,,,,,,,,x,,,,,,,,x
vssseg3e64.v,VSXXM,x,x,,,,,,,,,,,,,,,,,,x,x,x,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,,,,,,,,,,,,x,x,,,,,,,,,,x,,,,,,,,x
vssseg3e8.v,VSXXM,x,x,,,,,,,,,,,,,,,,,,x,x,x,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,,,,,,,,,,,,x,x,,,,,,,,,,x,,,,,,,,x
vssseg4e16.v,VSXXM,x,x,,,,,,,,,,,,,,,,,,x,x,x,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,,,,,,,,,,,x,x,,,,,,,,,,x,,,,,,,,x
vssseg4e32.v,VSXXM,x,x,,,,,,,,,,,,,,,,,,x,x,x,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,,,,,,,,,,,x,x,,,,,,,,,,x,,,,,,,,x
vssseg4e64.v,VSXXM,x,x,,,,,,,,,,,,,,,,,,x,x,x,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,,,,,,,,,,,x,x,,,,,,,,,,x,,,,,,,,x
vssseg4e8.v,VSXXM,x,x,,,,,,,,,,,,,,,,,,x,x,x,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,,,,,,,,,,,x,x,,,,,,,,,,x,,,,,,,,x
vssseg5e16.v,VSXXM,x,x,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,,,,,,,,,,,,x,x,,,,,,,,,,x,,,,,,,,x
vssseg5e32.v,VSXXM,x,x,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,,,,,,,,,,,,x,x,,,,,,,,,,x,,,,,,,,x
vssseg5e64.v,VSXXM,x,x,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,,,,,,,,,,,,x,x,,,,,,,,,,x,,,,,,,,x
vssseg5e8.v,VSXXM,x,x,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,,,,,,,,,,,,x,x,,,,,,,,,,x,,,,,,,,x
vssseg6e16.v,VSXXM,x,x,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,,,,,,,,,,,,x,x,,,,,,,,,,x,,,,,,,,x
vssseg6e32.v,VSXXM,x,x,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,,,,,,,,,,,,x,x,,,,,,,,,,x,,,,,,,,x
vssseg6e64.v,VSXXM,x,x,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,,,,,,,,,,,,x,x,,,,,,,,,,x,,,,,,,,x
vssseg6e8.v,VSXXM,x,x,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,,,,,,,,,,,,x,x,,,,,,,,,,x,,,,,,,,x
vssseg7e16.v,VSXXM,x,x,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,,,,,,,,,,,,x,x,,,,,,,,,,x,,,,,,,,x
vssseg7e32.v,VSXXM,x,x,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,,,,,,,,,,,,x,x,,,,,,,,,,x,,,,,,,,x
vssseg7e64.v,VSXXM,x,x,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,,,,,,,,,,,,x,x,,,,,,,,,,x,,,,,,,,x
vssseg7e8.v,VSXXM,x,x,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,,,,,,,,,,,,x,x,,,,,,,,,,x,,,,,,,,x
vssseg8e16.v,VSXXM,x,x,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,,,,,,,,,,,x,x,,,,,,,,,,x,,,,,,,,x
vssseg8e32.v,VSXXM,x,x,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,,,,,,,,,,,x,x,,,,,,,,,,x,,,,,,,,x
vssseg8e64.v,VSXXM,x,x,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,,,,,,,,,,,x,x,,,,,,,,,,x,,,,,,,,x
vssseg8e8.v,VSXXM,x,x,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,,,,,,,,,,,x,x,,,,,,,,,,x,,,,,,,,x
vssub.vv,VVVM,x,x,,,,,,,,,,,,,,,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x
vssub.vx,VVXM,x,x,,,,,,,,,,,,,,,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x
vssubu.vv,VVVM,x,x,,,,,,,,,,,,,,,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x
vssubu.vx,VVXM,x,x,,,,,,,,,,,,,,,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x
vsub.vv,VVVM,x,x,,,,,,,,,,,,,,,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x
vsub.vx,VVXM,x,x,,,,,,,,,,,,,,,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x
vsuxei16.v,VSXVM,x,x,,,,,,,,,,,,,,,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,,,,,,,,,,,,x,x,,,,,,,,,,,,x,x,,,,,x
vsuxei32.v,VSXVM,x,x,,,,,,,,,,,,,,,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,,,,,,,,,,,,x,x,,,,,,,,,,,,x,x,,,,,x
vsuxei64.v,VSXVM,x,x,,,,,,,,,,,,,,,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,,,,,,,,,,,,x,x,,,,,,,,,,,,x,x,,,,,x
vsuxei8.v,VSXVM,x,x,,,,,,,,,,,,,,,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,,,,,,,,,,,,x,x,,,,,,,,,,,,x,x,,,,,x
vsuxseg2ei16.v,VSXVM,x,x,,,,,,,,,,,,,,,,,,x,x,,,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,,,,,,,x,,,,x,x,,,,,,,,,,x,,,,,,,,x
vsuxseg2ei32.v,VSXVM,x,x,,,,,,,,,,,,,,,,,,x,x,,,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,,,,,,,x,,,,x,x,,,,,,,,,,x,,,,,,,,x
vsuxseg2ei64.v,VSXVM,x,x,,,,,,,,,,,,,,,,,,x,x,,,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,,,,,,,x,,,,x,x,,,,,,,,,,x,,,,,,,,x
vsuxseg2ei8.v,VSXVM,x,x,,,,,,,,,,,,,,,,,,x,x,,,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,,,,,,,x,,,,x,x,,,,,,,,,,x,,,,,,,,x
vsuxseg3ei16.v,VSXVM,x,x,,,,,,,,,,,,,,,,,,x,x,x,,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,,,,,,,,x,,,,x,x,,,,,,,,,,x,,,,,,,,x
vsuxseg3ei32.v,VSXVM,x,x,,,,,,,,,,,,,,,,,,x,x,x,,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,,,,,,,,x,,,,x,x,,,,,,,,,,x,,,,,,,,x
vsuxseg3ei64.v,VSXVM,x,x,,,,,,,,,,,,,,,,,,x,x,x,,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,,,,,,,,x,,,,x,x,,,,,,,,,,x,,,,,,,,x
vsuxseg3ei8.v,VSXVM,x,x,,,,,,,,,,,,,,,,,,x,x,x,,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,,,,,,,,x,,,,x,x,,,,,,,,,,x,,,,,,,,x
vsuxseg4ei16.v,VSXVM,x,x,,,,,,,,,,,,,,,,,,x,x,x,,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,,,,,,,x,,,,x,x,,,,,,,,,,x,,,,,,,,x
vsuxseg4ei32.v,VSXVM,x,x,,,,,,,,,,,,,,,,,,x,x,x,,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,,,,,,,x,,,,x,x,,,,,,,,,,x,,,,,,,,x
vsuxseg4ei64.v,VSXVM,x,x,,,,,,,,,,,,,,,,,,x,x,x,,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,,,,,,,x,,,,x,x,,,,,,,,,,x,,,,,,,,x
vsuxseg4ei8.v,VSXVM,x,x,,,,,,,,,,,,,,,,,,x,x,x,,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,,,,,,,x,,,,x,x,,,,,,,,,,x,,,,,,,,x
vsuxseg5ei16.v,VSXVM,x,x,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,,,,,,,,,,,,x,x,,,,,,,,,,x,,,,,,,,x
vsuxseg5ei32.v,VSXVM,x,x,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,,,,,,,,,,,,x,x,,,,,,,,,,x,,,,,,,,x
vsuxseg5ei64.v,VSXVM,x,x,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,,,,,,,,,,,,x,x,,,,,,,,,,x,,,,,,,,x
vsuxseg5ei8.v,VSXVM,x,x,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,,,,,,,,,,,,x,x,,,,,,,,,,x,,,,,,,,x
vsuxseg6ei16.v,VSXVM,x,x,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,,,,,,,,,,,,x,x,,,,,,,,,,x,,,,,,,,x
vsuxseg6ei32.v,VSXVM,x,x,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,,,,,,,,,,,,x,x,,,,,,,,,,x,,,,,,,,x
vsuxseg6ei64.v,VSXVM,x,x,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,,,,,,,,,,,,x,x,,,,,,,,,,x,,,,,,,,x
vsuxseg6ei8.v,VSXVM,x,x,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,,,,,,,,,,,,x,x,,,,,,,,,,x,,,,,,,,x
vsuxseg7ei16.v,VSXVM,x,x,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,,,,,,,,,,,,x,x,,,,,,,,,,x,,,,,,,,x
vsuxseg7ei32.v,VSXVM,x,x,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,,,,,,,,,,,,x,x,,,,,,,,,,x,,,,,,,,x
vsuxseg7ei64.v,VSXVM,x,x,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,,,,,,,,,,,,x,x,,,,,,,,,,x,,,,,,,,x
vsuxseg7ei8.v,VSXVM,x,x,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,,,,,,,,,,,,x,x,,,,,,,,,,x,,,,,,,,x
vsuxseg8ei16.v,VSXVM,x,x,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,,,,,,,,,,,x,x,,,,,,,,,,x,,,,,,,,x
vsuxseg8ei32.v,VSXVM,x,x,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,,,,,,,,,,,x,x,,,,,,,,,,x,,,,,,,,x
vsuxseg8ei64.v,VSXVM,x,x,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,,,,,,,,,,,x,x,,,,,,,,,,x,,,,,,,,x
vsuxseg8ei8.v,VSXVM,x,x,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,x,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,x,x,x,x,,,,,,,,,,,x,x,,,,,,,,,,x,,,,,,,,x
vwadd.vv,VVVM,x,x,,x,,,,x,x,,,x,,x,,,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,x
vwadd.vx,VVXM,x,x,,,,,,,x,,,x,,x,,,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,x
vwadd.wv,VVVM,x,x,x,,,,,,,x,,x,,x,,,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,x
vwadd.wx,VVXM,x,x,,,,,,,,,,x,,x,,,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,x
vwaddu.vv,VVVM,x,x,,,,,,x,x,,,x,,x,,,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,x
vwaddu.vx,VVXM,x,x,,,,,,,x,,,x,,x,,,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,x
vwaddu.wv,VVVM,x,x,x,,,,,,,x,,x,,x,,,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,x
vwaddu.wx,VVXM,x,x,,,,,,,,,,x,,x,,,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,x
vwmacc.vv,VVVMR,x,x,,,,,,x,x,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,x
vwmacc.vx,VXVM,x,x,,,,,,,x,,,x,,x,,,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,x
vwmaccsu.vv,VVVMR,x,x,,,,,,x,x,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,x
vwmaccsu.vx,VXVM,x,x,,,,,,,x,,,x,,x,,,,,,x,,,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,x,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,x
vwmaccu.vv,VVVMR,x,x,,,,,,x,x,,,x,,x,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,,,,,,,,,,,,,x,,,,,,,,,,,x
